2.561555496992058006e-02 -3.429589340982017176e-02 -3.438211537654559807e-02 9.993600326096082915e-04 6.406456935722686374e-01 -4.316921368681742033e-02 7.448161432078563571e-02 -8.435220613755320396e-02 -3.508518791002630810e-02 4.744568176147864746e-01 1.508557601039193889e-02
2.561555496992053843e-02 -3.429589340982035217e-02 -3.438211537654558420e-02 9.993600326096108936e-04 6.406456935722683044e-01 -4.316921368681719134e-02 7.448161432078562183e-02 -8.435220613755337049e-02 -3.508518791002626647e-02 4.744568176147867522e-01 1.508557601039191634e-02
2.561555496992052802e-02 -3.429589340982028972e-02 -3.438211537654552868e-02 9.993600326096106767e-04 6.406456935722683044e-01 -4.316921368681728849e-02 7.448161432078509447e-02 -8.435220613755316232e-02 -3.508518791002598891e-02 4.744568176147867522e-01 1.508557601039194583e-02
2.561555496992053149e-02 -3.429589340982030360e-02 -3.438211537654548705e-02 9.993600326096098094e-04 6.406456935722685264e-01 -4.316921368681724686e-02 7.448161432078491406e-02 -8.435220613755317620e-02 -3.508518791002596116e-02 4.744568176147867522e-01 1.508557601039195104e-02
2.561555496992053843e-02 -3.429589340982026890e-02 -3.438211537654534827e-02 9.993600326096113273e-04 6.406456935722683044e-01 -4.316921368681741339e-02 7.448161432078521937e-02 -8.435220613755338437e-02 -3.508518791002610687e-02 4.744568176147869187e-01 1.508557601039193716e-02
2.561555496992053149e-02 -3.429589340982020645e-02 -3.438211537654509847e-02 9.993600326096091589e-04 6.406456935722684154e-01 -4.316921368681772564e-02 7.448161432078452548e-02 -8.435220613755291252e-02 -3.508518791002580850e-02 4.744568176147865302e-01 1.508557601039194757e-02
2.561555496992053496e-02 -3.429589340982001217e-02 -3.438211537654524419e-02 9.993600326096108936e-04 6.406456935722684154e-01 -4.316921368681764931e-02 7.448161432078459487e-02 -8.435220613755296803e-02 -3.508518791002569748e-02 4.744568176147865302e-01 1.508557601039195624e-02
2.561555496992054884e-02 -3.429589340982012319e-02 -3.438211537654545930e-02 9.993600326096126283e-04 6.406456935722684154e-01 -4.316921368681757992e-02 7.448161432078548305e-02 -8.435220613755312069e-02 -3.508518791002609299e-02 4.744568176147863081e-01 1.508557601039196491e-02
2.561555496992053149e-02 -3.429589340982024115e-02 -3.438211537654525113e-02 9.993600326096078578e-04 6.406456935722685264e-01 -4.316921368681745502e-02 7.448161432078477528e-02 -8.435220613755317620e-02 -3.508518791002580850e-02 4.744568176147865302e-01 1.508557601039197706e-02
2.561555496992052108e-02 -3.429589340982006768e-02 -3.438211537654511929e-02 9.993600326096078578e-04 6.406456935722687485e-01 -4.316921368681773258e-02 7.448161432078435895e-02 -8.435220613755306518e-02 -3.508518791002566972e-02 4.744568176147865857e-01 1.508557601039196491e-02
2.561555496992053149e-02 -3.429589340982019258e-02 -3.438211537654507766e-02 9.993600326096102431e-04 6.406456935722684154e-01 -4.316921368681780197e-02 7.448161432078480304e-02 -8.435220613755310681e-02 -3.508518791002577381e-02 4.744568176147865857e-01 1.508557601039197359e-02
2.561555496992054884e-02 -3.429589340982010237e-02 -3.438211537654491806e-02 9.993600326096052557e-04 6.406456935722685264e-01 -4.316921368681789911e-02 7.448161432078423405e-02 -8.435220613755319008e-02 -3.508518791002550319e-02 4.744568176147867522e-01 1.508557601039196838e-02
2.561555496992053149e-02 -3.429589340982010237e-02 -3.438211537654477928e-02 9.993600326096028705e-04 6.406456935722686374e-01 -4.316921368681800320e-02 7.448161432078397037e-02 -8.435220613755302355e-02 -3.508518791002536441e-02 4.744568176147865302e-01 1.508557601039200655e-02
2.561555496992053843e-02 -3.429589340982016482e-02 -3.438211537654489031e-02 9.993600326096059062e-04 6.406456935722683044e-01 -4.316921368681785054e-02 7.448161432078399813e-02 -8.435220613755310681e-02 -3.508518791002533666e-02 4.744568176147868077e-01 1.508557601039198053e-02
2.561555496992053843e-02 -3.429589340982016482e-02 -3.438211537654477234e-02 9.993600326096050389e-04 6.406456935722684154e-01 -4.316921368681814197e-02 7.448161432078448385e-02 -8.435220613755309294e-02 -3.508518791002553788e-02 4.744568176147866412e-01 1.508557601039200481e-02
2.561555496992052455e-02 -3.429589340982018564e-02 -3.438211537654455724e-02 9.993600326096022200e-04 6.406456935722685264e-01 -4.316921368681800320e-02 7.448161432078349853e-02 -8.435220613755330110e-02 -3.508518791002513543e-02 4.744568176147870853e-01 1.508557601039197706e-02
2.561555496992052108e-02 -3.429589340982009543e-02 -3.438211537654491806e-02 9.993600326096072073e-04 6.406456935722684154e-01 -4.316921368681789911e-02 7.448161432078378996e-02 -8.435220613755303742e-02 -3.508518791002517012e-02 4.744568176147868077e-01 1.508557601039198746e-02
2.561555496992053496e-02 -3.429589340982017176e-02 -3.438211537654505684e-02 9.993600326096091589e-04 6.406456935722685264e-01 -4.316921368681780197e-02 7.448161432078406752e-02 -8.435220613755299579e-02 -3.508518791002539911e-02 4.744568176147865857e-01 1.508557601039199093e-02
2.561555496992052108e-02 -3.429589340982014400e-02 -3.438211537654481398e-02 9.993600326096072073e-04 6.406456935722685264e-01 -4.316921368681795462e-02 7.448161432078397037e-02 -8.435220613755313457e-02 -3.508518791002521175e-02 4.744568176147867522e-01 1.508557601039198399e-02
2.561555496992054884e-02 -3.429589340982015094e-02 -3.438211537654465438e-02 9.993600326096048220e-04 6.406456935722685264e-01 -4.316921368681816279e-02 7.448161432078369282e-02 -8.435220613755303742e-02 -3.508518791002512849e-02 4.744568176147865857e-01 1.508557601039199787e-02
2.561555496992053843e-02 -3.429589340982010931e-02 -3.438211537654450867e-02 9.993600326096061231e-04 6.406456935722687485e-01 -4.316921368681844728e-02 7.448161432078444222e-02 -8.435220613755306518e-02 -3.508518791002549625e-02 4.744568176147863081e-01 1.508557601039201175e-02
2.561555496992051761e-02 -3.429589340982017870e-02 -3.438211537654431438e-02 9.993600326096002684e-04 6.406456935722685264e-01 -4.316921368681830157e-02 7.448161432078352628e-02 -8.435220613755300967e-02 -3.508518791002505216e-02 4.744568176147866412e-01 1.508557601039201695e-02
2.561555496992051761e-02 -3.429589340982017870e-02 -3.438211537654435601e-02 9.993600326096011358e-04 6.406456935722687485e-01 -4.316921368681827381e-02 7.448161432078274913e-02 -8.435220613755309294e-02 -3.508518791002466358e-02 4.744568176147869742e-01 1.508557601039200481e-02
2.561555496992052108e-02 -3.429589340982004686e-02 -3.438211537654446009e-02 9.993600326096063399e-04 6.406456935722687485e-01 -4.316921368681846810e-02 7.448161432078388711e-02 -8.435220613755312069e-02 -3.508518791002504522e-02 4.744568176147865857e-01 1.508557601039202563e-02
2.561555496992052455e-02 -3.429589340982001910e-02 -3.438211537654444622e-02 9.993600326096041715e-04 6.406456935722686374e-01 -4.316921368681833626e-02 7.448161432078338751e-02 -8.435220613755313457e-02 -3.508518791002491338e-02 4.744568176147866967e-01 1.508557601039202389e-02
2.561555496992048986e-02 -3.429589340981992890e-02 -3.438211537654426581e-02 9.993600326096000516e-04 6.406456935722686374e-01 -4.316921368681858606e-02 7.448161432078312383e-02 -8.435220613755310681e-02 -3.508518791002476767e-02 4.744568176147865857e-01 1.508557601039201522e-02
2.561555496992049333e-02 -3.429589340981986645e-02 -3.438211537654406458e-02 9.993600326095981000e-04 6.406456935722685264e-01 -4.316921368681864157e-02 7.448161432078269362e-02 -8.435220613755310681e-02 -3.508518791002453868e-02 4.744568176147868632e-01 1.508557601039204124e-02
2.561555496992048986e-02 -3.429589340981965828e-02 -3.438211537654412009e-02 9.993600326095972326e-04 6.406456935722687485e-01 -4.316921368681870402e-02 7.448161432078309607e-02 -8.435220613755312069e-02 -3.508518791002477460e-02 4.744568176147863636e-01 1.508557601039204991e-02
2.561555496992050374e-02 -3.429589340981974155e-02 -3.438211537654387723e-02 9.993600326095989674e-04 6.406456935722685264e-01 -4.316921368681902321e-02 7.448161432078316546e-02 -8.435220613755310681e-02 -3.508518791002482318e-02 4.744568176147867522e-01 1.508557601039203951e-02
2.561555496992052455e-02 -3.429589340981990114e-02 -3.438211537654434213e-02 9.993600326096078578e-04 6.406456935722685264e-01 -4.316921368681859994e-02 7.448161432078224953e-02 -8.435220613755267660e-02 -3.508518791002438603e-02 4.744568176147869742e-01 1.508557601039203951e-02
2.561555496992050027e-02 -3.429589340981967216e-02 -3.438211537654389804e-02 9.993600326095987505e-04 6.406456935722688595e-01 -4.316921368681917587e-02 7.448161432078298505e-02 -8.435220613755296803e-02 -3.508518791002467746e-02 4.744568176147864746e-01 1.508557601039206032e-02
2.561555496992048292e-02 -3.429589340981966522e-02 -3.438211537654365518e-02 9.993600326095924621e-04 6.406456935722689705e-01 -4.316921368681933546e-02 7.448161432078308219e-02 -8.435220613755314845e-02 -3.508518791002463583e-02 4.744568176147861971e-01 1.508557601039206726e-02
2.561555496992048639e-02 -3.429589340981967910e-02 -3.438211537654379396e-02 9.993600326095965821e-04 6.406456935722685264e-01 -4.316921368681916199e-02 7.448161432078261035e-02 -8.435220613755307906e-02 -3.508518791002438603e-02 4.744568176147867522e-01 1.508557601039205859e-02
2.561555496992052108e-02 -3.429589340981972073e-02 -3.438211537654354416e-02 9.993600326095928958e-04 6.406456935722687485e-01 -4.316921368681924526e-02 7.448161432078254096e-02 -8.435220613755294028e-02 -3.508518791002457338e-02 4.744568176147865857e-01 1.508557601039207594e-02
2.561555496992051068e-02 -3.429589340981967910e-02 -3.438211537654386335e-02 9.993600326095991842e-04 6.406456935722688595e-01 -4.316921368681911342e-02 7.448161432078274913e-02 -8.435220613755298191e-02 -3.508518791002455950e-02 4.744568176147865857e-01 1.508557601039207594e-02
2.561555496992048639e-02 -3.429589340981970685e-02 -3.438211537654324579e-02 9.993600326095879085e-04 6.406456935722687485e-01 -4.316921368681949506e-02 7.448161432078267974e-02 -8.435220613755323171e-02 -3.508518791002451093e-02 4.744568176147866412e-01 1.508557601039206726e-02
2.561555496992050027e-02 -3.429589340981945011e-02 -3.438211537654314864e-02 9.993600326095866074e-04 6.406456935722687485e-01 -4.316921368681987670e-02 7.448161432078291566e-02 -8.435220613755312069e-02 -3.508518791002467052e-02 4.744568176147862526e-01 1.508557601039210022e-02
2.561555496992051068e-02 -3.429589340981934603e-02 -3.438211537654348865e-02 9.993600326095922453e-04 6.406456935722687485e-01 -4.316921368681991833e-02 7.448161432078310995e-02 -8.435220613755284313e-02 -3.508518791002461501e-02 4.744568176147861971e-01 1.508557601039211236e-02
2.561555496992049680e-02 -3.429589340981951950e-02 -3.438211537654301680e-02 9.993600326095831380e-04 6.406456935722689705e-01 -4.316921368681982119e-02 7.448161432078262423e-02 -8.435220613755316232e-02 -3.508518791002455256e-02 4.744568176147863081e-01 1.508557601039210369e-02
2.561555496992048639e-02 -3.429589340981937379e-02 -3.438211537654264904e-02 9.993600326095788012e-04 6.406456935722689705e-01 -4.316921368682032772e-02 7.448161432078201361e-02 -8.435220613755298191e-02 -3.508518791002418480e-02 4.744568176147862526e-01 1.508557601039212277e-02
2.561555496992048986e-02 -3.429589340981945011e-02 -3.438211537654301680e-02 9.993600326095816201e-04 6.406456935722688595e-01 -4.316921368681998772e-02 7.448161432078211075e-02 -8.435220613755288477e-02 -3.508518791002417092e-02 4.744568176147864191e-01 1.508557601039212277e-02
2.561555496992045863e-02 -3.429589340981934603e-02 -3.438211537654289884e-02 9.993600326095761991e-04 6.406456935722689705e-01 -4.316921368681997384e-02 7.448161432078198585e-02 -8.435220613755287089e-02 -3.508518791002410153e-02 4.744568176147860861e-01 1.508557601039213318e-02
2.561555496992047945e-02 -3.429589340981947787e-02 -3.438211537654291272e-02 9.993600326095801022e-04 6.406456935722691926e-01 -4.316921368681986282e-02 7.448161432078179156e-02 -8.435220613755292640e-02 -3.508518791002425419e-02 4.744568176147864191e-01 1.508557601039213665e-02
2.561555496992048292e-02 -3.429589340981918644e-02 -3.438211537654280864e-02 9.993600326095757654e-04 6.406456935722690815e-01 -4.316921368682028609e-02 7.448161432078294342e-02 -8.435220613755325947e-02 -3.508518791002468440e-02 4.744568176147858640e-01 1.508557601039212798e-02
2.561555496992047251e-02 -3.429589340981935991e-02 -3.438211537654287803e-02 9.993600326095816201e-04 6.406456935722690815e-01 -4.316921368682002241e-02 7.448161432078177768e-02 -8.435220613755282926e-02 -3.508518791002412235e-02 4.744568176147861416e-01 1.508557601039213318e-02
2.561555496992047251e-02 -3.429589340981922807e-02 -3.438211537654255190e-02 9.993600326095770665e-04 6.406456935722691926e-01 -4.316921368682067467e-02 7.448161432078281852e-02 -8.435220613755288477e-02 -3.508518791002461501e-02 4.744568176147858640e-01 1.508557601039215573e-02
2.561555496992045169e-02 -3.429589340981922113e-02 -3.438211537654257965e-02 9.993600326095785844e-04 6.406456935722689705e-01 -4.316921368682045956e-02 7.448161432078166666e-02 -8.435220613755278762e-02 -3.508518791002403908e-02 4.744568176147862526e-01 1.508557601039212624e-02
2.561555496992048639e-02 -3.429589340981930440e-02 -3.438211537654253108e-02 9.993600326095790180e-04 6.406456935722690815e-01 -4.316921368682055671e-02 7.448161432078216626e-02 -8.435220613755274599e-02 -3.508518791002419868e-02 4.744568176147858640e-01 1.508557601039217308e-02
2.561555496992045516e-02 -3.429589340981935297e-02 -3.438211537654246863e-02 9.993600326095801022e-04 6.406456935722689705e-01 -4.316921368682066079e-02 7.448161432078229116e-02 -8.435220613755295416e-02 -3.508518791002423337e-02 4.744568176147860861e-01 1.508557601039215226e-02
2.561555496992046904e-02 -3.429589340981930440e-02 -3.438211537654221883e-02 9.993600326095703444e-04 6.406456935722690815e-01 -4.316921368682073712e-02 7.448161432078216626e-02 -8.435220613755307906e-02 -3.508518791002420562e-02 4.744568176147861971e-01 1.508557601039218002e-02
2.561555496992047598e-02 -3.429589340981917950e-02 -3.438211537654232985e-02 9.993600326095764159e-04 6.406456935722688595e-01 -4.316921368682082732e-02 7.448161432078233279e-02 -8.435220613755292640e-02 -3.508518791002426807e-02 4.744568176147861416e-01 1.508557601039216094e-02
2.561555496992046557e-02 -3.429589340981922113e-02 -3.438211537654212169e-02 9.993600326095729465e-04 6.406456935722690815e-01 -4.316921368682107019e-02 7.448161432078219402e-02 -8.435220613755305130e-02 -3.508518791002415010e-02 4.744568176147861416e-01 1.508557601039215747e-02
2.561555496992046557e-02 -3.429589340981924889e-02 -3.438211537654208699e-02 9.993600326095718623e-04 6.406456935722691926e-01 -4.316921368682121590e-02 7.448161432078201361e-02 -8.435220613755300967e-02 -3.508518791002394194e-02 4.744568176147862526e-01 1.508557601039219563e-02
